# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-09-22 09:54:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 20
#     num_warmup = 20
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 7
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ./maud_output-Syn-20230922115420/samples/input_data_train.json
# init = ./maud_output-Syn-20230922115420/samples/inits.json
# random
#   seed = 1234
# output
#   file = /home/hossein/Code/cyano/maud_output-Syn-20230922115420/samples/model-20230922115421.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = --include-paths=/home/hossein/Code/cyano/.venv/lib/python3.10/site-packages/maud/stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf.1,dgf.2,dgf.3,dgf.4,dgf.5,dgf.6,dgf.7,dgf.8,dgf.9,dgf.10,dgf.11,dgf.12,dgf.13,dgf.14,dgf.15,dgf.16,dgf.17,dgf.18,dgf.19,dgf.20,dgf.21,dgf.22,dgf.23,dgf.24,log_kcat_z.1,log_kcat_z.2,log_kcat_z.3,log_kcat_z.4,log_kcat_z.5,log_kcat_z.6,log_kcat_z.7,log_kcat_z.8,log_kcat_z.9,log_kcat_z.10,log_kcat_z.11,log_kcat_z.12,log_kcat_z.13,log_kcat_z.14,log_kcat_z.15,log_kcat_z.16,log_kcat_z.17,log_kcat_z.18,log_kcat_z.19,log_kcat_z.20,log_kcat_z.21,log_km_z.1,log_km_z.2,log_km_z.3,log_km_z.4,log_km_z.5,log_km_z.6,log_km_z.7,log_km_z.8,log_km_z.9,log_km_z.10,log_km_z.11,log_km_z.12,log_km_z.13,log_km_z.14,log_km_z.15,log_km_z.16,log_km_z.17,log_km_z.18,log_km_z.19,log_km_z.20,log_km_z.21,log_km_z.22,log_km_z.23,log_km_z.24,log_km_z.25,log_km_z.26,log_km_z.27,log_km_z.28,log_km_z.29,log_km_z.30,log_km_z.31,log_km_z.32,log_km_z.33,log_km_z.34,log_km_z.35,log_km_z.36,log_km_z.37,log_km_z.38,log_km_z.39,log_km_z.40,log_km_z.41,log_km_z.42,log_km_z.43,log_km_z.44,log_km_z.45,log_km_z.46,log_km_z.47,log_km_z.48,log_km_z.49,log_km_z.50,log_km_z.51,log_km_z.52,log_km_z.53,log_km_z.54,log_km_z.55,log_km_z.56,psi_train_z.1,log_conc_enzyme_train_z.1.1,log_conc_enzyme_train_z.1.2,log_conc_enzyme_train_z.1.3,log_conc_enzyme_train_z.1.4,log_conc_enzyme_train_z.1.5,log_conc_enzyme_train_z.1.6,log_conc_enzyme_train_z.1.7,log_conc_enzyme_train_z.1.8,log_conc_enzyme_train_z.1.9,log_conc_enzyme_train_z.1.10,log_conc_enzyme_train_z.1.11,log_conc_enzyme_train_z.1.12,log_conc_enzyme_train_z.1.13,log_conc_enzyme_train_z.1.14,log_conc_enzyme_train_z.1.15,log_conc_enzyme_train_z.1.16,log_conc_enzyme_train_z.1.17,log_conc_enzyme_train_z.1.18,log_conc_enzyme_train_z.1.19,log_conc_enzyme_train_z.1.20,log_conc_enzyme_train_z.1.21,log_conc_unbalanced_train_z.1.1,log_conc_unbalanced_train_z.1.2,log_conc_unbalanced_train_z.1.3,log_conc_unbalanced_train_z.1.4,log_conc_unbalanced_train_z.1.5,log_conc_unbalanced_train_z.1.6,log_conc_unbalanced_train_z.1.7,log_conc_unbalanced_train_z.1.8,log_conc_unbalanced_train_z.1.9,log_conc_unbalanced_train_z.1.10,log_conc_unbalanced_train_z.1.11,log_conc_unbalanced_train_z.1.12,log_conc_unbalanced_train_z.1.13,log_conc_unbalanced_train_z.1.14,km.1,km.2,km.3,km.4,km.5,km.6,km.7,km.8,km.9,km.10,km.11,km.12,km.13,km.14,km.15,km.16,km.17,km.18,km.19,km.20,km.21,km.22,km.23,km.24,km.25,km.26,km.27,km.28,km.29,km.30,km.31,km.32,km.33,km.34,km.35,km.36,km.37,km.38,km.39,km.40,km.41,km.42,km.43,km.44,km.45,km.46,km.47,km.48,km.49,km.50,km.51,km.52,km.53,km.54,km.55,km.56,kcat.1,kcat.2,kcat.3,kcat.4,kcat.5,kcat.6,kcat.7,kcat.8,kcat.9,kcat.10,kcat.11,kcat.12,kcat.13,kcat.14,kcat.15,kcat.16,kcat.17,kcat.18,kcat.19,kcat.20,kcat.21,psi_train.1,conc_enzyme_train.1.1,conc_enzyme_train.1.2,conc_enzyme_train.1.3,conc_enzyme_train.1.4,conc_enzyme_train.1.5,conc_enzyme_train.1.6,conc_enzyme_train.1.7,conc_enzyme_train.1.8,conc_enzyme_train.1.9,conc_enzyme_train.1.10,conc_enzyme_train.1.11,conc_enzyme_train.1.12,conc_enzyme_train.1.13,conc_enzyme_train.1.14,conc_enzyme_train.1.15,conc_enzyme_train.1.16,conc_enzyme_train.1.17,conc_enzyme_train.1.18,conc_enzyme_train.1.19,conc_enzyme_train.1.20,conc_enzyme_train.1.21,conc_unbalanced_train.1.1,conc_unbalanced_train.1.2,conc_unbalanced_train.1.3,conc_unbalanced_train.1.4,conc_unbalanced_train.1.5,conc_unbalanced_train.1.6,conc_unbalanced_train.1.7,conc_unbalanced_train.1.8,conc_unbalanced_train.1.9,conc_unbalanced_train.1.10,conc_unbalanced_train.1.11,conc_unbalanced_train.1.12,conc_unbalanced_train.1.13,conc_unbalanced_train.1.14,conc_train.1.1,conc_train.1.2,conc_train.1.3,conc_train.1.4,conc_train.1.5,conc_train.1.6,conc_train.1.7,conc_train.1.8,conc_train.1.9,conc_train.1.10,conc_train.1.11,conc_train.1.12,conc_train.1.13,conc_train.1.14,conc_train.1.15,conc_train.1.16,conc_train.1.17,conc_train.1.18,conc_train.1.19,conc_train.1.20,conc_train.1.21,conc_train.1.22,conc_train.1.23,conc_train.1.24,flux_train.1.1,flux_train.1.2,flux_train.1.3,flux_train.1.4,flux_train.1.5,flux_train.1.6,flux_train.1.7,flux_train.1.8,flux_train.1.9,flux_train.1.10,flux_train.1.11,flux_train.1.12,dgr_train.1.1,dgr_train.1.2,dgr_train.1.3,dgr_train.1.4,dgr_train.1.5,dgr_train.1.6,dgr_train.1.7,dgr_train.1.8,dgr_train.1.9,dgr_train.1.10,dgr_train.1.11,dgr_train.1.12,dgr_train.1.13,dgr_train.1.14,dgr_train.1.15,dgr_train.1.16,dgr_train.1.17,dgr_train.1.18,dgr_train.1.19,dgr_train.1.20,dgr_train.1.21,yrep_conc_train.1,yrep_conc_train.2,yrep_conc_train.3,yrep_conc_train.4,yrep_conc_train.5,yrep_conc_train.6,yrep_conc_train.7,yrep_conc_train.8,yrep_flux_train.1,yrep_flux_train.2,yrep_flux_train.3,yrep_flux_train.4,llik_conc_train.1,llik_conc_train.2,llik_conc_train.3,llik_conc_train.4,llik_conc_train.5,llik_conc_train.6,llik_conc_train.7,llik_conc_train.8,llik_flux_train.1,llik_flux_train.2,llik_flux_train.3,llik_flux_train.4,free_enzyme_ratio_train.1.1,free_enzyme_ratio_train.1.2,free_enzyme_ratio_train.1.3,free_enzyme_ratio_train.1.4,free_enzyme_ratio_train.1.5,free_enzyme_ratio_train.1.6,free_enzyme_ratio_train.1.7,free_enzyme_ratio_train.1.8,free_enzyme_ratio_train.1.9,free_enzyme_ratio_train.1.10,free_enzyme_ratio_train.1.11,free_enzyme_ratio_train.1.12,free_enzyme_ratio_train.1.13,free_enzyme_ratio_train.1.14,free_enzyme_ratio_train.1.15,free_enzyme_ratio_train.1.16,free_enzyme_ratio_train.1.17,free_enzyme_ratio_train.1.18,free_enzyme_ratio_train.1.19,free_enzyme_ratio_train.1.20,free_enzyme_ratio_train.1.21,saturation_train.1.1,saturation_train.1.2,saturation_train.1.3,saturation_train.1.4,saturation_train.1.5,saturation_train.1.6,saturation_train.1.7,saturation_train.1.8,saturation_train.1.9,saturation_train.1.10,saturation_train.1.11,saturation_train.1.12,saturation_train.1.13,saturation_train.1.14,saturation_train.1.15,saturation_train.1.16,saturation_train.1.17,saturation_train.1.18,saturation_train.1.19,saturation_train.1.20,saturation_train.1.21,allostery_train.1.1,allostery_train.1.2,allostery_train.1.3,allostery_train.1.4,allostery_train.1.5,allostery_train.1.6,allostery_train.1.7,allostery_train.1.8,allostery_train.1.9,allostery_train.1.10,allostery_train.1.11,allostery_train.1.12,allostery_train.1.13,allostery_train.1.14,allostery_train.1.15,allostery_train.1.16,allostery_train.1.17,allostery_train.1.18,allostery_train.1.19,allostery_train.1.20,allostery_train.1.21,phosphorylation_train.1.1,phosphorylation_train.1.2,phosphorylation_train.1.3,phosphorylation_train.1.4,phosphorylation_train.1.5,phosphorylation_train.1.6,phosphorylation_train.1.7,phosphorylation_train.1.8,phosphorylation_train.1.9,phosphorylation_train.1.10,phosphorylation_train.1.11,phosphorylation_train.1.12,phosphorylation_train.1.13,phosphorylation_train.1.14,phosphorylation_train.1.15,phosphorylation_train.1.16,phosphorylation_train.1.17,phosphorylation_train.1.18,phosphorylation_train.1.19,phosphorylation_train.1.20,phosphorylation_train.1.21,reversibility_train.1.1,reversibility_train.1.2,reversibility_train.1.3,reversibility_train.1.4,reversibility_train.1.5,reversibility_train.1.6,reversibility_train.1.7,reversibility_train.1.8,reversibility_train.1.9,reversibility_train.1.10,reversibility_train.1.11,reversibility_train.1.12,reversibility_train.1.13,reversibility_train.1.14,reversibility_train.1.15,reversibility_train.1.16,reversibility_train.1.17,reversibility_train.1.18,reversibility_train.1.19,reversibility_train.1.20,reversibility_train.1.21,keq_train.1.1,keq_train.1.2,keq_train.1.3,keq_train.1.4,keq_train.1.5,keq_train.1.6,keq_train.1.7,keq_train.1.8,keq_train.1.9,keq_train.1.10,keq_train.1.11,keq_train.1.12,keq_train.1.13,keq_train.1.14,keq_train.1.15,keq_train.1.16,keq_train.1.17,keq_train.1.18,keq_train.1.19,keq_train.1.20,keq_train.1.21
-2135.79,1.36611e-70,0.4,1,2,1,2194.64,-1187.98,-1138.91,-1055.47,-1496.72,-591.572,-445.919,-386.268,-2016.51,-1950.32,-2263.63,-1388.74,-1287.37,-1436.35,-426.444,-475.114,-386,-2.89771,-619.88,272.439,-344.62,-1128.86,-1062.68,-166.077,108.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.9949,-14.2393,-14.8342,-11.5645,-14.6796,-14.6917,-13.3427,-13.0975,-14.0609,-14.7265,-13.5611,-12.4468,-11.5122,-15.7385,-14.15,-15.5568,-13.5611,-12.4468,-11.5122,-15.7385,-14.15,-5.22886,0,0,-5.8625,0,-5.49244,-5.25195,0,-6.31665,0,-3.65392,-5.65425,0,-3.48134,0.00103982,0.000337332,7.78056e-05,0.000156306,0.000156306,0.00278758,0.000223111,0.000126917,0.000254998,7.00006e-06,1.24312e-05,0.000111432,0.000111432,0.00086388,0.000147316,0.000146061,0.000125082,0.000148142,0.000147316,0.000146061,0.000125082,0.000148142,0.000147316,0.000146061,0.000125082,0.000148142,0.000147316,0.000146061,0.000125082,0.000148142,0.000147316,0.000146061,0.000125082,0.000148142,0.000906028,0.00086388,0.000669767,8.66733e-05,0.00052004,7.36091e-05,0.000669767,8.66733e-05,0.00052004,7.36091e-05,0.000669767,8.66733e-05,0.00052004,7.36091e-05,0.000669767,8.66733e-05,0.00052004,7.36091e-05,0.000669767,8.66733e-05,0.00052004,7.36091e-05,14.9599,4.502,4.8721,4.8721,21.5748,5.4733,21.9962,16.1321,39,0.501576,106.908,106.908,106.908,106.908,106.908,3.5347,106.908,106.908,106.908,106.908,106.908,0,3.7457e-06,1.07915e-06,5.95311e-07,1.56579e-05,6.94799e-07,6.86473e-07,2.6455e-06,3.3806e-06,1.29e-06,6.63e-07,2.12635e-06,6.48e-06,1.65e-05,2.41e-07,1.18e-06,2.89e-07,2.12635e-06,6.48e-06,1.65e-05,2.41e-07,1.18e-06,2.88e-06,0.100259,0.100259,8.11e-07,0.100259,1.7e-06,2.75e-06,0.100259,3.27e-07,0.100259,6.72e-05,1.23e-06,0.100259,9.49e-05,2.88e-06,0.100259,0.100259,2.55135e-06,3.05071e-07,2.90485e-05,0.169374,8.11e-07,0.100259,1.7e-06,2.75e-06,1.59377e-08,5.08274e-08,5.50992e-08,6.94985e-05,0.100259,0.000504805,3.27e-07,0.100259,6.72e-05,1.23e-06,0.100259,3.96843e-07,9.49e-05,1.54253e-07,1.54253e-07,1.54253e-07,1.54253e-07,2.48642e-08,2.48642e-08,2.48642e-08,2.48642e-08,2.4761e-08,2.4761e-08,1.0312e-10,1.0312e-10,-74.3952,-150.327,-5.24711,-5.24711,-6.53007,-26.2157,-16.4782,-45.5605,-48.6694,-64.684,0.076374,0.076374,0.076374,0.076374,0.076374,-10.7845,-0.376001,-0.376001,-0.376001,-0.376001,-0.376001,2.3818e-06,7.95356e-07,2.19733e-06,2.3345e-06,3.15642e-07,0.000100904,1.14643e-06,9.25005e-05,1.46938e-06,1.77486e-06,7.48369e-07,-5.23324e-07,13.0428,14.31,13.0889,13.5699,15.2183,9.89287,13.8935,9.54772,12.2005,12.2034,12.2034,12.2034,0.00334407,0.96825,0.998052,0.998052,0.00219751,0.000743812,0.810058,0.999544,0.999506,0.925541,0.00143943,0.00143943,0.00143943,0.00143943,0.00143943,0.924286,0.44818,0.44818,0.44818,0.44818,0.44818,0.00275279,0.0317502,0.00194796,0.00194796,0.0102903,0.00661762,0.000427286,0.00045592,0.000494219,0.0744591,0.00263518,0.00263518,0.00263518,0.00263518,0.00263518,0.000100947,0.000312228,0.000312228,0.000312228,0.000312228,0.000312228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00331324,0.00331324,0.00331324,0.00331324,0.00331324,1,0.000116457,0.000116457,0.000116457,0.000116457,0.000116457,1.08191e+13,2.17603e+26,8.30432,8.30432,13.9342,39178,770.938,9.60079e+07,3.36506e+08,2.15166e+11,0.969659,0.969659,0.969659,0.969659,0.969659,77.5306,1.16379,1.16379,1.16379,1.16379,1.16379
-2104.16,0.999437,0.0413247,5,47,0,2198.32,-1187.78,-1139.12,-1055.48,-1496.81,-592.139,-446.792,-385.378,-2016.63,-1951.11,-2264.49,-1388.24,-1287.29,-1437.37,-426.535,-475.131,-385.745,-2.59025,-619.64,272.558,-345.917,-1129.18,-1061.66,-166.728,109.533,0.214696,0.133985,0.109219,0.404096,-0.434168,-0.142491,-0.0911417,-0.0938212,-1.59074,0.609708,0.833998,0.0950187,-0.202448,-0.75127,1.25759,-0.535276,-0.0790849,0.136669,0.860243,0.435678,0.0479018,-1.44871,0.0342079,-0.0419098,0.268725,0.872131,0.316425,-0.34088,-0.349398,-0.698913,-0.0722238,0.101732,-0.31482,-1.11765,2.29832,0.791089,-1.05396,-1.26115,0.835078,0.444051,-0.305661,-1.06403,0.268074,-0.0759835,0.0870569,-0.243178,0.601302,-0.300365,1.377,1.04423,1.0008,-0.493067,0.696707,-0.362437,-0.130766,-0.169864,0.102306,-0.297999,-1.13267,0.600955,0.178794,0.181654,0.293286,0.183007,-1.65472,-0.607278,-0.127027,1.61357,0.481536,-0.0197723,-0.92892,0.485919,0.0699869,-0.145674,0.280144,0.626607,0.0448228,0.199895,-12.3247,-13.5132,-14.1176,-11.145,-13.9187,-13.7584,-12.4063,-12.4551,-13.2507,-13.7883,-13.0398,-11.7124,-10.7794,-15.3292,-13.3176,-14.9563,-12.6071,-11.6588,-11.1214,-14.8287,-13.3743,-5.1724,-1.20715,-2.16339,-5.86583,1.14539,-5.53458,-5.25568,0.138849,-6.26935,0.672131,-3.56306,-5.62116,-0.716222,-3.5512,0.000503937,0.000343152,7.61921e-05,0.000178784,0.000241744,0.00326541,0.000188148,0.000106574,0.000179791,6.75179e-06,1.30799e-05,9.52027e-05,6.3726e-05,0.002726,0.000218792,8.62319e-05,6.65794e-05,0.000224912,0.000183939,0.00012536,7.34759e-05,0.000169391,0.000141824,0.000152559,0.000110762,0.000200101,0.000126773,0.000290768,0.000210837,0.000244342,0.000115128,0.000206929,0.00010435,0.000138766,0.000832254,0.00090922,0.00057705,4.9196e-05,0.000702316,8.04927e-05,0.000733448,0.000100363,0.00056987,3.21821e-05,0.000494373,8.13396e-05,0.00116525,9.36474e-05,0.000663178,5.44719e-05,0.00066306,7.62306e-05,0.000622717,9.97052e-05,0.000711382,7.52774e-05,16.6552,4.81393,5.14556,5.963,17.3647,5.09692,21.0163,15.3928,17.6051,0.922847,162.223,112.11,96.6162,73.4302,200.491,2.7047,102.763,114.469,164.365,132.928,109.5,0.399791,7.32179e-06,2.23074e-06,1.21887e-06,2.38201e-05,1.4871e-06,1.74565e-06,6.74808e-06,6.42621e-06,2.90018e-06,1.69412e-06,3.58133e-06,1.35057e-05,3.43326e-05,3.62864e-07,2.71271e-06,5.26885e-07,5.52038e-06,1.42497e-05,2.4389e-05,5.98592e-07,2.56315e-06,3.22431e-06,0.00896611,0.00132442,8.05614e-07,0.990832,1.56261e-06,2.72961e-06,0.13235,3.59448e-07,0.384528,8.05918e-05,1.31416e-06,0.0239343,8.25266e-05,3.22431e-06,0.00896611,0.00132442,5.69385e-06,1.20534e-06,9.72531e-05,0.709967,8.05614e-07,0.990832,1.56261e-06,2.72961e-06,1.85035e-08,7.38303e-08,9.58134e-08,0.000139964,0.13235,0.0030558,3.59448e-07,0.384528,8.05918e-05,1.31416e-06,0.0239343,1.02471e-06,8.25266e-05,7.46699e-07,7.46699e-07,7.46699e-07,7.46699e-07,7.66516e-08,7.66516e-08,7.66516e-08,7.66516e-08,7.63519e-08,7.63519e-08,2.99715e-10,2.99715e-10,-74.4931,-150.809,-5.55322,-5.55322,-4.10616,-25.6679,-17.7828,-44.6449,-48.5956,-64.1045,1.42569,1.42569,1.42569,1.42569,1.42569,-9.82254,2.53785,2.53785,2.53785,2.53785,2.53785,3.13139e-06,1.02706e-06,3.06462e-06,1.97465e-06,3.86857e-07,5.39071e-05,7.65493e-07,6.55174e-05,2.77182e-06,1.47857e-06,-1.7424e-07,-1.88129e-06,12.9719,14.3098,13.0886,13.5305,15.1686,9.70941,13.8692,9.43929,12.1339,12.2027,12.2027,12.2034,0.036627,0.930466,0.993303,0.995039,0.000184362,0.000148795,0.800048,0.999225,0.998499,0.951163,0.000222281,0.000321202,0.000391386,0.000743561,0.000524972,0.865231,0.356111,0.499764,0.47689,0.37693,0.510933,0.00612321,0.0695338,0.00669675,0.00496129,0.0289159,0.00861504,0.000540486,0.000774905,0.00150126,0.0488367,0.00365566,0.00635565,0.00434893,0.00355457,0.00892844,0.000210317,0.00052022,0.00225043,0.000360905,0.000615842,0.000787929,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00245319,0.00245319,0.00245319,0.00245319,0.00245319,1,5.27406e-05,5.27406e-05,5.27406e-05,5.27406e-05,5.27406e-05,1.12554e+13,2.64275e+26,9.39585,9.39585,5.24093,31410.2,1304.92,6.63572e+07,3.26632e+08,1.70312e+11,0.562621,0.562621,0.562621,0.562621,0.562621,52.5932,0.359221,0.359221,0.359221,0.359221,0.359221
-2122.74,0.992407,0.0247853,7,127,0,2170.2,-1188.27,-1140.82,-1054.14,-1498.43,-591.721,-444.354,-384.882,-2015.65,-1949.08,-2262.81,-1389.16,-1288.05,-1436.44,-427.944,-472.988,-384.957,-0.893395,-621.443,273.431,-344.535,-1129.16,-1062.03,-165.051,108.014,-0.302173,-0.700355,1.12254,-0.821894,-1.56036,-0.927978,-0.335504,-0.743893,0.390641,0.0894859,-0.634915,1.07698,-0.659493,-0.0499339,-0.940489,-1.63785,0.300943,0.0419585,1.25108,0.972562,-1.13788,-0.810258,1.30213,-1.11625,0.661755,1.01617,0.102823,0.00824738,-0.399007,-3.37097,-1.31036,1.18432,-0.0929141,-0.986345,0.952261,0.666069,-1.26939,0.102535,1.65752,0.859084,0.177122,-0.256997,-0.00792122,-1.15244,0.0743558,-0.922931,-0.305352,-1.47681,0.442078,-0.21929,0.993861,-0.631147,-0.318348,0.806548,-0.108872,1.06274,0.0459538,-0.553244,0.632365,0.179635,0.173899,1.26149,-0.185265,1.08589,-1.52459,1.23029,0.821981,-0.500308,-0.296885,1.7986,-0.734889,0.0881042,0.581565,-0.645384,0.19899,1.44163,-0.429552,-0.123217,-12.301,-13.5055,-14.1143,-11.1465,-13.9163,-13.7581,-12.4102,-12.4674,-13.2529,-13.7966,-13.0268,-11.7146,-10.7706,-15.3411,-13.3224,-14.9648,-12.6081,-11.6591,-11.1127,-14.8291,-13.3734,-5.15897,-1.58445,-0.877306,-5.66742,1.52221,-5.36289,-4.97913,-0.457231,-5.9498,0.906688,-3.34531,-5.85217,-1.31411,-3.41452,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
