# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-02-03 12:31:43 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 11
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = ./maud_output-Syn-20230203133142/samples/input_data_train.json
# init = ./maud_output-Syn-20230203133142/samples/inits.json
# random
#   seed = 1234
# output
#   file = /home/hossein/code/Maud/maud_output-Syn-20230203133142/samples/model-20230203133143_2.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = --include-paths=/home/hossein/code/Maud/src/maud/stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf.1,dgf.2,dgf.3,dgf.4,dgf.5,dgf.6,dgf.7,dgf.8,dgf.9,dgf.10,dgf.11,dgf.12,dgf.13,dgf.14,dgf.15,dgf.16,dgf.17,dgf.18,dgf.19,dgf.20,dgf.21,dgf.22,dgf.23,dgf.24,log_kcat_z.1,log_kcat_z.2,log_kcat_z.3,log_kcat_z.4,log_kcat_z.5,log_kcat_z.6,log_kcat_z.7,log_kcat_z.8,log_kcat_z.9,log_kcat_z.10,log_kcat_z.11,log_kcat_z.12,log_kcat_z.13,log_kcat_z.14,log_km_z.1,log_km_z.2,log_km_z.3,log_km_z.4,log_km_z.5,log_km_z.6,log_km_z.7,log_km_z.8,log_km_z.9,log_km_z.10,log_km_z.11,log_km_z.12,log_km_z.13,log_km_z.14,log_km_z.15,log_km_z.16,log_km_z.17,log_km_z.18,log_km_z.19,log_km_z.20,log_km_z.21,log_km_z.22,log_km_z.23,log_km_z.24,log_km_z.25,log_km_z.26,log_km_z.27,psi_train_z.1,log_conc_enzyme_train_z.1.1,log_conc_enzyme_train_z.1.2,log_conc_enzyme_train_z.1.3,log_conc_enzyme_train_z.1.4,log_conc_enzyme_train_z.1.5,log_conc_enzyme_train_z.1.6,log_conc_enzyme_train_z.1.7,log_conc_enzyme_train_z.1.8,log_conc_enzyme_train_z.1.9,log_conc_enzyme_train_z.1.10,log_conc_enzyme_train_z.1.11,log_conc_enzyme_train_z.1.12,log_conc_enzyme_train_z.1.13,log_conc_enzyme_train_z.1.14,log_conc_unbalanced_train_z.1.1,log_conc_unbalanced_train_z.1.2,log_conc_unbalanced_train_z.1.3,log_conc_unbalanced_train_z.1.4,log_conc_unbalanced_train_z.1.5,log_conc_unbalanced_train_z.1.6,log_conc_unbalanced_train_z.1.7,log_conc_unbalanced_train_z.1.8,log_conc_unbalanced_train_z.1.9,log_conc_unbalanced_train_z.1.10,log_conc_unbalanced_train_z.1.11,log_conc_unbalanced_train_z.1.12,log_conc_unbalanced_train_z.1.13,log_conc_unbalanced_train_z.1.14,km.1,km.2,km.3,km.4,km.5,km.6,km.7,km.8,km.9,km.10,km.11,km.12,km.13,km.14,km.15,km.16,km.17,km.18,km.19,km.20,km.21,km.22,km.23,km.24,km.25,km.26,km.27,kcat.1,kcat.2,kcat.3,kcat.4,kcat.5,kcat.6,kcat.7,kcat.8,kcat.9,kcat.10,kcat.11,kcat.12,kcat.13,kcat.14,psi_train.1,conc_enzyme_train.1.1,conc_enzyme_train.1.2,conc_enzyme_train.1.3,conc_enzyme_train.1.4,conc_enzyme_train.1.5,conc_enzyme_train.1.6,conc_enzyme_train.1.7,conc_enzyme_train.1.8,conc_enzyme_train.1.9,conc_enzyme_train.1.10,conc_enzyme_train.1.11,conc_enzyme_train.1.12,conc_enzyme_train.1.13,conc_enzyme_train.1.14,conc_unbalanced_train.1.1,conc_unbalanced_train.1.2,conc_unbalanced_train.1.3,conc_unbalanced_train.1.4,conc_unbalanced_train.1.5,conc_unbalanced_train.1.6,conc_unbalanced_train.1.7,conc_unbalanced_train.1.8,conc_unbalanced_train.1.9,conc_unbalanced_train.1.10,conc_unbalanced_train.1.11,conc_unbalanced_train.1.12,conc_unbalanced_train.1.13,conc_unbalanced_train.1.14,conc_train.1.1,conc_train.1.2,conc_train.1.3,conc_train.1.4,conc_train.1.5,conc_train.1.6,conc_train.1.7,conc_train.1.8,conc_train.1.9,conc_train.1.10,conc_train.1.11,conc_train.1.12,conc_train.1.13,conc_train.1.14,conc_train.1.15,conc_train.1.16,conc_train.1.17,conc_train.1.18,conc_train.1.19,conc_train.1.20,conc_train.1.21,conc_train.1.22,conc_train.1.23,conc_train.1.24,conc_train.1.25,conc_train.1.26,flux_train.1.1,flux_train.1.2,flux_train.1.3,flux_train.1.4,flux_train.1.5,flux_train.1.6,flux_train.1.7,flux_train.1.8,flux_train.1.9,flux_train.1.10,flux_train.1.11,flux_train.1.12,flux_train.1.13,flux_train.1.14,dgr_train.1.1,dgr_train.1.2,dgr_train.1.3,dgr_train.1.4,dgr_train.1.5,dgr_train.1.6,dgr_train.1.7,dgr_train.1.8,dgr_train.1.9,dgr_train.1.10,dgr_train.1.11,dgr_train.1.12,dgr_train.1.13,dgr_train.1.14,yrep_conc_train.1,yrep_flux_train.1,llik_conc_train.1,llik_flux_train.1,free_enzyme_ratio_train.1.1,free_enzyme_ratio_train.1.2,free_enzyme_ratio_train.1.3,free_enzyme_ratio_train.1.4,free_enzyme_ratio_train.1.5,free_enzyme_ratio_train.1.6,free_enzyme_ratio_train.1.7,free_enzyme_ratio_train.1.8,free_enzyme_ratio_train.1.9,free_enzyme_ratio_train.1.10,free_enzyme_ratio_train.1.11,free_enzyme_ratio_train.1.12,free_enzyme_ratio_train.1.13,free_enzyme_ratio_train.1.14,saturation_train.1.1,saturation_train.1.2,saturation_train.1.3,saturation_train.1.4,saturation_train.1.5,saturation_train.1.6,saturation_train.1.7,saturation_train.1.8,saturation_train.1.9,saturation_train.1.10,saturation_train.1.11,saturation_train.1.12,saturation_train.1.13,saturation_train.1.14,allostery_train.1.1,allostery_train.1.2,allostery_train.1.3,allostery_train.1.4,allostery_train.1.5,allostery_train.1.6,allostery_train.1.7,allostery_train.1.8,allostery_train.1.9,allostery_train.1.10,allostery_train.1.11,allostery_train.1.12,allostery_train.1.13,allostery_train.1.14,phosphorylation_train.1.1,phosphorylation_train.1.2,phosphorylation_train.1.3,phosphorylation_train.1.4,phosphorylation_train.1.5,phosphorylation_train.1.6,phosphorylation_train.1.7,phosphorylation_train.1.8,phosphorylation_train.1.9,phosphorylation_train.1.10,phosphorylation_train.1.11,phosphorylation_train.1.12,phosphorylation_train.1.13,phosphorylation_train.1.14,reversibility_train.1.1,reversibility_train.1.2,reversibility_train.1.3,reversibility_train.1.4,reversibility_train.1.5,reversibility_train.1.6,reversibility_train.1.7,reversibility_train.1.8,reversibility_train.1.9,reversibility_train.1.10,reversibility_train.1.11,reversibility_train.1.12,reversibility_train.1.13,reversibility_train.1.14,keq_train.1.1,keq_train.1.2,keq_train.1.3,keq_train.1.4,keq_train.1.5,keq_train.1.6,keq_train.1.7,keq_train.1.8,keq_train.1.9,keq_train.1.10,keq_train.1.11,keq_train.1.12,keq_train.1.13,keq_train.1.14
-4.1047,1.87541e-09,0.8,1,3,1,63.4701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70074e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85037e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310037,0,0,0,0,-8.87703e-17,0,0,0,0,0,0,0,0,1.03982,0.337332,0.0778056,0.156306,2.78758,0.223111,0.126917,0.254998,0.00700006,0.0124312,0.111432,0.111432,0.86388,0.147316,0.146061,0.125082,0.148142,0.906028,0.86388,0.669767,0.0866733,0.52004,0.0736091,0.501576,0.501576,0.501576,0.501576,27.1,3.3,211.833,399.002,294.999,38.39,0.87,60.0004,12.299,3099.99,84.2,4170.02,0.501576,0.501576,0,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,1.64872,0.7,0.0101048,4.47214,0.0849802,0.0702901,1.14377,0.423168,0.0136,0.3334,29.9695,0.0646179,0.0182677,0.100259,0.100259,0.7,0.0101048,4.47214,0.00827156,0.000234339,0.00927848,0.000167068,0.0849802,0.0702901,1.14377,0.423168,5.93484e-05,0.0639129,0.000592069,0.0155765,0.0136,0.00712329,0.3334,0.639266,29.9695,0.0646179,0.0182677,0.00304485,0.273522,0.100259,0.100259,0.52283,0.52283,0.52283,0.52283,0.52283,0.52283,0.52283,0.52283,0.359147,0.359147,0.163684,0.163684,0.163684,0.359147,150.9,0,-150.9,0,0,0,0,0,-150.9,0,0,0,0,0,0.709522,0.487955,1.04717,-2.49478,0.580278,0.903905,0.998503,0.757908,0.182062,0.0173023,0.635503,0.994715,0.982289,0.00372145,0.916896,0.0150878,0.572996,0.404138,0.0117016,0.0960947,0.00149699,0.000794765,0.00107496,0.00826029,0.364497,0.00528518,0.0177115,0.0428745,0.00117909,0.0359668,0.312469,0.51508,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00163895,1,0.000661939,0.633453,0.843166,3.64748e-27,1,2.74162e+26,1,1,1,1,1,2.74162e+26,1,1,1,1,1
-38.5685,0.996437,0.0413247,6,63,0,54.4883,-3.77693,-2.60976,0.210606,-0.30382,-1.6647,-2.47139,-2.81661,2.63751,0.772589,-0.882435,3.49409,-1.11485,2.44685,0.633412,0.688098,-0.136887,1.24966,1.25383,0.124523,1.02281,0.268069,0.805745,1.07468,1.58395,-0.767674,-1.05889,-0.382563,-0.245562,0.640801,0.0378848,-0.496437,-1.16781,-0.0565272,-0.921018,-0.381485,-0.65593,0.568169,0.0732913,1.2857,0.0215626,1.82709,-0.424421,0.903681,-0.0643655,0.0518016,-0.559532,0.556272,-0.785379,-0.0639565,-0.717698,-0.322313,-1.70203,2.11941,0.471252,-0.669923,1.03342,0.959007,-0.0955883,1.91199,-0.466057,1.77346,0.338215,1.06624,-0.696768,0.773293,-0.0193491,-2.35217,-0.794341,0.835578,0.363593,1.15419,-0.925825,1.05001,-0.00957002,-0.120936,1.84432,0.494038,-0.829197,0.580157,0.43059,0.0372159,-0.739581,-0.586296,-0.880005,0.35786,0.530089,-0.727869,0.0225438,-0.191216,-2.21798,1.68365,-2.10984,-0.411944,2.14248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-39.0412,0.978702,0.0246107,5,47,1,77.4827,-3.51871,-2.34697,0.290772,-0.353517,-1.66937,-1.82236,-2.24865,2.58994,0.609242,-0.93367,3.87509,-0.812558,2.51575,0.6161,0.818024,-0.0987191,0.94183,1.54514,0.741126,1.20822,0.62263,1.7881,1.52622,1.51558,-0.52705,-0.982054,-0.0923828,0.062192,0.651655,0.183303,-0.317017,-0.757166,-0.230917,-1.24081,-0.699397,-0.613634,0.75171,0.00811174,1.21318,0.162548,1.7186,-1.26785,0.93771,0.076035,0.0245136,-0.355466,-0.0147737,-0.754273,-0.752806,-0.844229,-0.754681,-1.75226,1.93251,0.356106,-0.55482,1.17533,0.911035,0.172842,1.57882,-0.628192,2.1411,-0.0417464,0.805787,-0.190182,1.30371,-0.0383632,-2.27342,-0.176946,0.0438266,0.0607826,0.862395,-0.953968,1.21711,-0.538984,0.385025,1.92937,0.768848,-0.656051,0.0830186,0.380506,-0.00183449,-1.00354,-0.899083,-0.346123,0.351048,0.537894,-0.806056,-0.23709,-0.184709,-1.74696,1.43413,-2.00913,-0.821445,2.83429,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-38.7566,0.985786,0.0176452,6,74,1,92.2418,-3.2269,-1.35337,-0.283188,-0.679995,-1.54826,-1.5117,-1.91433,3.13749,0.785573,-1.0259,3.73641,-0.250206,2.35594,0.545415,1.57143,0.252463,0.110962,1.49676,1.07264,0.920437,0.738181,1.88766,1.14702,1.55471,-1.19162,-2.10082,0.24554,0.0413237,0.711234,0.748483,-0.428456,-0.201375,-0.124336,-0.735217,-0.93126,-0.544525,0.15567,-0.734332,0.367881,-0.366999,1.57666,-1.58798,0.450792,-0.0708847,0.152276,-0.14779,0.338996,-0.340825,-0.168957,-0.237773,-1.262,-1.09799,1.24269,0.392306,-0.635139,1.18802,1.21413,0.273454,1.74891,-0.578652,1.99403,-0.177784,0.877741,-0.0188687,1.26559,-0.537137,-1.63304,-0.291971,-0.167727,0.245928,1.0286,-0.919483,1.4674,-0.504625,0.623025,1.4897,0.776878,-0.704838,-0.383581,0.661305,0.51281,-1.79242,-0.57049,-0.268972,0.828107,1.12798,-1.74761,-0.169848,0.313223,-1.56841,1.64139,-0.915255,-1.13736,2.27384,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-43.5082,0.993024,0.0143962,7,147,1,99.4368,-3.54324,-0.816872,-0.027252,-0.737672,-1.64564,-1.78931,-2.08734,1.52935,-0.777035,-1.92046,4.94722,1.28735,2.58581,0.643116,0.930762,0.615333,0.303472,1.32916,0.11155,1.32514,0.142829,2.34399,0.669957,1.14182,-0.957857,-1.53808,0.65837,-0.548513,0.51566,0.808399,-1.23871,0.590704,-0.497699,-1.82707,-0.772525,0.412401,0.0913493,-0.734992,-0.197438,-0.902653,0.219288,-1.37373,0.011538,-0.417784,0.162073,0.564081,0.200043,-0.594775,0.962271,0.550405,-0.720678,-1.36154,1.69152,1.32075,0.558376,-0.00238447,1.43496,-0.347839,2.172,-0.570593,1.9574,-0.82105,0.821998,1.05571,1.17363,-0.562779,-2.44542,-0.178515,-0.452844,-0.224269,0.0272463,-1.86122,1.21901,-0.692771,-1.09148,1.35389,0.369435,-1.87748,-0.385011,0.166913,-0.587237,-0.933684,0.75038,-0.457362,0.878468,0.840862,-1.07082,0.458115,0.426996,-2.00085,2.44148,0.751267,-0.654609,0.977866,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-41.2136,0.994836,0.0128303,7,206,1,90.63,-3.2531,-0.782062,-0.760115,-0.747453,-2.32491,-2.53891,-2.39776,1.31432,-0.323739,-2.07563,4.42981,1.76124,2.50242,0.486088,1.10102,1.42954,0.98396,1.65079,0.590562,1.18024,-0.178616,3.2443,1.28802,1.06446,-1.0596,-0.695909,0.907706,-0.652674,0.224613,1.62169,-1.30084,0.418341,-0.204106,-1.61309,-0.962468,1.42493,0.547069,0.258259,-0.0436586,-0.152895,0.138277,-1.82647,-0.135459,0.0386321,0.503019,0.446344,-0.289578,-1.45188,0.523098,0.822452,-0.403645,0.0386976,1.60847,1.94699,0.957833,0.396814,2.28604,-0.412087,1.37044,0.371722,0.787254,-0.106487,0.767171,1.10056,0.780976,-0.98248,-1.75207,-0.621358,-0.202216,-0.00275283,-0.104584,-1.42757,0.435991,-0.865404,-1.14394,1.11802,0.49297,-1.52207,-0.163502,-1.21447,-0.577094,-1.11099,0.635075,-1.05991,0.644981,0.332893,-0.259582,1.10778,-0.183718,-1.51401,2.47797,0.661596,-1.56719,0.491777,1.01294,0.307764,0.0845361,0.0522442,2.56998,0.228343,0.171631,0.333306,0.00588362,0.00520221,0.152517,0.182525,0.678068,0.150776,0.38341,0.402287,0.263188,1.14959,3.4052,0.52305,0.197238,0.649978,0.118052,0.45091,1.08023,1.50767,1.09524,14.3503,2.17358,365.191,269.714,337.559,101.577,0.398613,77.1194,10.8814,1177.68,47.2624,9804.85,0.866814,0.649378,-1.96496,0.285913,0.885717,1.34687,1.64419,1.485,0.395514,2.54974,0.693916,0.525218,5.04309,2.69924,0.359849,1.40004,0.489449,0.499928,0.00338158,6.73132,0.0243896,0.43271,1.92467,0.327678,0.0236641,0.288115,13.6803,0.758531,0.0803324,0.00436394,0.268087,0.499928,0.00338158,6.73132,0.000652031,1.56518e-06,0.000130466,5.91912e-06,0.0243896,0.43271,1.92467,0.327678,2.18125e-06,0.00224375,5.02726e-05,0.000632122,0.0236641,0.00661851,0.288115,0.304618,13.6803,0.758531,0.0803324,0.000185008,0.00793688,0.00436394,0.268087,0.0147353,0.0147353,0.0147353,0.0147353,0.0147353,0.0147353,0.0147353,0.0147353,0.00532289,0.00532289,0.00941244,0.00941244,0.00941244,0.00532291,153.428,-2.33757,-151.114,1.77921,10.6644,3.23416,-2.77645,0.614935,-149.588,0.0771557,5.03945,0.246995,0,0,0.465357,-0.170408,-0.369209,0.690364,0.662273,0.992346,0.99997,0.345406,0.147608,0.0102949,0.985502,0.999725,0.999069,0.0249313,0.60236,0.0440622,0.978817,0.691171,0.0035914,0.00765401,2.9958e-05,3.3228e-05,2.93957e-05,0.000366779,0.0144982,0.000275352,0.000931372,0.0213205,7.37812e-05,0.00145339,0.017229,0.139648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.20365e-05,1,0.00183551,0.45017,0.119925,1.31569e-27,2.56772,2.98883e+26,0.487841,0.0135384,0.271249,3.06506,0.780301,1.61457e+26,0.969353,0.130941,0.905161,1,1
-34.5693,0.997965,0.0120191,8,493,1,80.8016,-3.01721,-0.820319,0.143021,-0.00158426,-0.611801,-1.32464,0.0418895,-1.0624,-0.591042,0.756648,3.46972,4.06849,4.24738,-1.30015,1.01132,3.71714,0.418619,0.219725,0.181575,0.640222,-0.903056,1.82982,2.54537,2.90607,0.597337,0.453058,0.535076,-0.553577,0.393594,0.114475,0.103843,1.48098,-0.464561,1.21532,0.820313,-0.931698,-0.432408,-1.70224,1.40297,2.27286,0.0153997,-0.13219,-0.89045,-0.242327,0.963463,1.06107,0.624871,-0.831721,-0.11138,0.207635,-0.364932,0.720129,1.03167,-0.755681,0.304606,-1.19402,-0.0876978,-0.594588,1.52274,0.193179,0.871937,-0.225158,0.595295,-0.395858,0.116591,-1.18091,-0.725136,-0.622817,0.692311,-1.01295,-1.34015,-1.00276,-0.621086,-0.572902,-1.56982,-0.140929,1.20365,0.684794,-1.01236,0.639606,-0.136486,0.963267,-0.958688,0.54261,0.331654,0.155839,-0.505007,1.22233,0.875645,-1.11754,-0.19914,2.60061,-1.50814,0.0154009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
-33.1279,0.991347,0.011716,6,118,1,78.8815,-3.09422,-0.823623,-0.119239,-0.317072,-0.930631,-1.76172,-0.202229,-0.592394,-0.865848,1.2153,3.37457,4.34762,4.47642,-1.32143,0.680008,3.78037,0.0885789,0.917039,0.430487,0.469013,-0.692254,1.51832,2.10399,2.67549,0.0915122,0.284963,-0.148371,-0.140087,0.970709,0.149118,-0.0327625,0.906018,-0.494374,1.70379,0.905631,-1.37225,-0.424759,-1.02348,1.38771,1.85533,0.10879,-0.387954,-0.110075,0.0848073,0.906609,0.454361,0.657401,-0.299921,0.0297716,-0.0572794,-0.277895,0.818566,1.02016,-0.252846,0.0750058,-1.71346,0.198606,-0.951108,1.65474,0.425928,0.948469,-0.117662,0.0534855,-0.227511,-0.558878,-1.14887,-0.374569,-1.20356,0.508325,-1.51211,-1.2572,-1.12293,-0.895641,-0.582412,-2.12148,-1.10638,0.65527,0.226057,-0.740896,1.1839,0.20238,0.935303,-1.04956,0.713127,0.581583,0.639513,-0.687702,1.02052,0.500136,-0.510471,-0.575781,1.66114,-1.06158,0.0678097,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
